Faction,Class,KB,D,HK,DD,HD,Rol
Alliance,Paladin,3,2,13,40414,15552,dps
Alliance,Hunter,0,0,12,17326,93,dps
Alliance,Warlock,0,5,13,17274,3538,dps
Horde,Rogue,4,1,23,30965,8881,dps
Horde,Warlock,9,1,25,67340,14639,dps
Alliance,Druid,0,4,13,1131,70329,heal
Alliance,Demon Hunter,4,4,15,27774,2857,dps
Horde,Rogue,2,2,12,28297,2544,dps
Horde,Warlock,6,1,25,56087,22772,dps
Horde,Demon Hunter,2,1,25,46473,6132,dps
Alliance,Shaman,3,3,15,57402,3008,dps
Alliance,Warrior,1,6,12,28500,4106,dps
Horde,Mage,3,2,31,39138,7526,dps
Horde,Warrior,2,0,5,4619,440,dps
Alliance,Warlock,7,4,24,42620,20739,dps
Alliance,Rogue,2,6,16,21629,14824,dps
Horde,Warrior,7,6,25,67785,9924,dps
Alliance,Mage,5,2,23,50713,9909,dps
Alliance,Shaman,2,4,17,28973,6138,dps
Horde,Shaman,7,5,30,65704,16471,dps
Horde,Warrior,15,2,35,80974,19324,dps
Horde,Rogue,6,2,37,34201,4741,dps
Horde,Shaman,0,2,15,3634,50517,heal
Alliance,Hunter,2,5,17,25822,6597,dps
Alliance,Death Knight,1,0,6,7090,1774,dps
Alliance,Priest,0,3,6,3862,8559,heal
Alliance,Warlock,4,7,15,41154,23171,dps
Alliance,Monk,1,4,17,33703,29858,dps
Horde,Monk,0,1,7,2250,18789,heal
Horde,Death Knight,3,5,32,84194,34559,dps
Alliance,Mage,0,5,19,20289,0,dps
Alliance,Druid,4,9,31,42704,1675,dps
Horde,Mage,6,7,46,95644,10628,dps
Alliance,Warlock,3,8,23,44196,59369,dps
Alliance,Druid,0,8,36,22639,112000,heal
Alliance,Warlock,2,2,33,48988,22759,dps
Alliance,Paladin,11,5,35,140000,39553,dps
Horde,Rogue,10,4,42,90032,22282,dps
Alliance,Priest,0,3,25,11637,73700,heal
Horde,Shaman,0,10,32,19747,136000,heal
Alliance,Mage,0,3,18,22910,11304,dps
Horde,Paladin,4,4,13,52595,11601,dps
Alliance,Druid,5,5,19,69221,38254,dps
Alliance,Priest,16,7,42,148000,55199,dps
Horde,Death Knight,1,6,44,80907,44322,dps
Horde,Warrior,14,5,48,79489,15892,dps
Alliance,Warlock,11,9,29,80798,50254,dps
Horde,Rogue,0,4,40,67392,20763,dps
Horde,Death Knight,8,5,46,97246,51520,dps
Horde,Rogue,4,3,36,53968,15927,dps
Horde,Priest,12,5,48,134000,42916,dps
Alliance,Hunter,0,5,1,19000,539,dps
Alliance,Druid,0,2,0,14087,279,dps
Horde,Mage,0,0,9,12033,75,dps
Horde,Warrior,0,0,9,7010,0,dps
Horde,Warrior,10,0,25,36194,2949,dps
Horde,Mage,2,1,18,17669,2614,dps
Alliance,Priest,0,1,0,0,13800,heal
Horde,Demon Hunter,2,0,26,28866,2111,dps
Horde,Shaman,1,0,20,2402,37528,heal
Alliance,Priest,0,4,0,19784,4162,dps
Alliance,Mage,0,1,0,15014,3587,dps
Horde,Rogue,6,0,21,39651,1908,dps
Horde,Mage,0,0,11,11127,7799,dps
Alliance,Rogue,0,2,0,16016,3347,dps
Alliance,Paladin,1,4,1,6135,43753,heal
Alliance,Hunter,0,3,1,17262,4017,dps
Horde,Shaman,0,0,21,5429,52563,heal
Alliance,Mage,0,4,1,13920,5276,dps
Horde,Paladin,6,0,25,57045,5153,dps
Alliance,Warlock,0,5,27,76008,25701,dps
Alliance,Demon Hunter,3,2,30,144000,8315,dps
Horde,Warlock,3,3,38,116000,49956,dps
Horde,Warrior,4,3,38,117000,21180,dps
Horde,Rogue,4,0,32,84237,8528,dps
Alliance,Shaman,0,3,32,5696,205000,heal
Alliance,Druid,1,2,29,2841,163000,heal
Horde,Priest,4,2,41,131000,20761,dps
Alliance,Shaman,0,4,31,9521,215000,heal
Horde,Mage,10,1,44,99434,8214,dps
Alliance,Druid,4,3,31,132000,22714,dps
Horde,Shaman,0,3,39,16967,133000,heal
Alliance,Paladin,1,2,31,54369,44113,dps
Horde,Paladin,2,0,14,23203,10270,dps
Alliance,Druid,2,6,14,84957,6825,dps
Alliance,Death Knight,4,6,20,93363,20512,dps
Alliance,Mage,0,5,23,53853,1229,dps
Alliance,Mage,4,2,32,135000,17703,dps
Horde,Monk,2,3,38,68113,30423,dps
Alliance,Death Knight,3,3,23,65827,27404,dps
Horde,Paladin,0,4,40,125000,39998,dps
Horde,Mage,8,1,41,155000,17595,dps
Alliance,Druid,1,2,30,111000,28565,dps
Horde,Druid,0,0,36,3192,170000,heal
Horde,Mage,1,3,35,42831,16161,dps
Alliance,Mage,9,1,31,134000,10375,dps
Alliance,Druid,0,2,30,2714,185000,heal
Horde,Warrior,5,5,26,76800,15195,dps
Horde,Paladin,5,3,38,149000,50323,dps
Horde,Druid,0,2,41,2359,325000,heal
Alliance,Priest,0,1,12,9355,40727,heal
Alliance,Paladin,2,4,22,50832,8713,dps
Alliance,Demon Hunter,3,4,26,138000,9792,dps
Horde,Warrior,0,3,41,80202,48995,dps
Horde,Mage,3,0,42,188000,9493,dps
Alliance,Monk,0,0,13,1063,160000,heal
Alliance,Priest,2,4,15,5551,137000,heal
Horde,Paladin,1,1,44,6011,185000,heal
Alliance,Druid,2,6,23,108000,3039,dps
Horde,Druid,0,5,30,43864,7315,dps
Horde,Warrior,7,3,36,112000,25158,dps
Horde,Shaman,0,3,41,23211,142000,heal
Horde,Monk,2,1,42,129000,46042,dps
Horde,Warrior,2,6,37,53393,12905,dps
Horde,Rogue,1,2,40,63907,13285,dps
Alliance,Druid,0,3,24,94980,56758,dps
Alliance,Mage,3,2,25,224000,22373,dps
Alliance,Monk,2,6,23,61271,30811,dps
Alliance,Paladin,0,4,23,10883,194000,heal
Alliance,Monk,0,1,9,16071,10070,dps
Alliance,Priest,0,1,28,962,186000,heal
Horde,Rogue,7,4,39,69127,7712,dps
Alliance,Priest,5,3,26,99575,23554,dps
Horde,Druid,7,1,42,95022,39650,dps
Horde,Mage,8,0,43,227000,14281,dps
Alliance,Hunter,8,2,27,85223,1140,dps
Alliance,Paladin,0,3,24,5058,146000,heal
Horde,Druid,0,0,45,433,304000,heal
Horde,Demon Hunter,4,2,35,81648,9546,dps
Horde,Death Knight,1,1,38,86780,15694,dps
Alliance,Shaman,0,3,25,8382,63387,heal
Alliance,Demon Hunter,2,6,26,45233,14510,dps
Alliance,Shaman,2,10,21,66603,23836,dps
Horde,Priest,2,3,70,27087,130000,heal
Alliance,Warrior,0,9,31,30814,19313,dps
Alliance,Priest,4,5,25,59249,27552,dps
Alliance,Hunter,0,4,17,23065,11465,dps
Alliance,Druid,3,3,34,79261,18919,dps
Horde,Rogue,1,2,66,36043,6627,dps
Alliance,Paladin,1,9,24,50849,20390,dps
Horde,Priest,5,1,65,45180,124000,heal
Horde,Priest,17,0,71,97789,23242,dps
Alliance,Warlock,2,6,29,76313,38347,dps
Alliance,Demon Hunter,6,2,33,83263,16703,dps
Horde,Shaman,2,4,60,25150,109000,heal
Horde,Hunter,5,3,61,47007,4222,dps
Horde,Warlock,9,4,53,117000,48282,dps
Horde,Rogue,2,4,52,54620,14834,dps
Alliance,Warrior,3,6,28,60962,15962,dps
Horde,Mage,13,0,76,63305,5593,dps
Alliance,Shaman,0,8,27,0,79920,heal
Alliance,Paladin,4,4,28,107000,26645,dps
Horde,Priest,1,2,73,12763,80446,heal
Horde,Death Knight,2,3,51,61486,19281,dps
Horde,Paladin,12,4,54,87713,34271,dps
Horde,Demon Hunter,5,3,64,82171,11230,dps
Horde,Rogue,3,2,54,40159,13474,dps
Alliance,Hunter,5,6,26,64653,14764,dps
Alliance,Demon Hunter,4,3,21,44947,2643,dps
Horde,Warrior,5,4,54,69011,16652,dps
Alliance,Shaman,2,3,13,18617,10443,dps
Horde,Druid,0,2,32,1146,1687,heal
Alliance,Demon Hunter,4,5,18,95768,14535,dps
Alliance,Warrior,3,6,18,64353,13098,dps
Horde,Hunter,2,3,35,66666,11708,dps
Horde,Death Knight,5,2,36,59321,11405,dps
Alliance,Druid,4,3,17,52229,2794,dps
Horde,Paladin,2,1,42,18828,4041,dps
Horde,Warrior,8,2,34,77016,16975,dps
Alliance,Warlock,3,2,16,38533,11527,dps
Horde,Shaman,1,2,32,9816,87543,heal
Horde,Druid,0,2,37,11217,130000,heal
Horde,Monk,1,4,29,24588,20117,dps
Alliance,Rogue,3,1,20,62068,11835,dps
Alliance,Warrior,0,11,9,30534,9282,dps
Alliance,Hunter,0,1,1,10231,1544,dps
Horde,Demon Hunter,6,2,44,58118,2840,dps
Alliance,Paladin,1,3,14,92768,25234,dps
Horde,Paladin,0,2,27,2219,54562,heal
Alliance,Druid,5,3,19,29420,13115,dps
Horde,Monk,4,3,31,60937,34725,dps
Alliance,Shaman,0,5,13,1359,63234,heal
Horde,Paladin,5,3,37,52120,22092,dps
Horde,Mage,5,0,44,80580,7330,dps
Alliance,Druid,0,1,11,16675,4795,dps
Horde,Shaman,4,1,46,25377,9015,dps
Horde,Warlock,7,1,36,110000,35275,dps
Alliance,Rogue,1,6,13,38795,12603,dps
Alliance,Rogue,3,3,15,33474,10036,dps
Alliance,Priest,0,3,21,13184,155000,heal
Horde,Warlock,5,0,46,31604,10939,dps
Alliance,Druid,2,8,17,36320,11188,dps
Horde,Paladin,4,2,46,58400,27829,dps
Horde,Hunter,3,7,37,26175,7928,dps
Alliance,Hunter,1,1,6,29278,3931,dps
Horde,Monk,0,1,60,74,133000,heal
Alliance,Monk,0,3,24,4504,150000,heal
Alliance,Demon Hunter,0,6,21,34807,6321,dps
Horde,Demon Hunter,2,4,57,54784,18487,dps
Horde,Priest,7,3,51,97631,29796,dps
Alliance,Rogue,2,0,23,23656,11028,dps
Horde,Mage,3,2,55,77421,23633,dps
Alliance,Druid,3,6,24,61061,4465,dps
Horde,Shaman,2,2,62,9468,97041,heal
Alliance,Rogue,2,6,18,59202,4178,dps
Horde,Druid,2,2,49,42140,25053,dps
Horde,Priest,2,1,58,20859,162000,heal
Alliance,Death Knight,2,6,17,38045,86757,dps
Horde,Demon Hunter,4,3,58,60963,8505,dps
Horde,Death Knight,7,2,57,63330,25606,dps
Alliance,Shaman,6,5,24,79813,11975,dps
Alliance,Demon Hunter,0,3,24,53385,9603,dps
Alliance,Shaman,4,5,21,54133,16587,dps
Alliance,Death Knight,3,6,17,60940,23735,dps
Alliance,Shaman,3,4,26,111000,7504,dps
Horde,Priest,20,1,65,110000,259095,heal
Alliance,Mage,0,8,17,32773,6079,dps
Alliance,Mage,1,3,25,64138,12328,dps
Horde,Warlock,3,2,34,41211,23723,dps
Horde,Warlock,7,3,51,99156,48362,dps
Alliance,Monk,0,4,61,2022,212000,heal
Horde,Mage,5,6,26,73649,24276,dps
Horde,Priest,2,3,22,46930,16874,dps
Alliance,Hunter,4,0,38,37528,2338,dps
Alliance,Shaman,2,3,65,42002,9194,dps
Horde,Death Knight,2,7,30,74343,47206,dps
Alliance,Shaman,12,2,62,101000,15086,dps
Horde,Shaman,1,5,28,20798,110000,heal
Horde,Demon Hunter,4,6,29,29498,3545,dps
Horde,Death Knight,5,8,24,150000,40917,dps
Horde,Death Knight,4,6,25,69872,24057,dps
Alliance,Shaman,8,0,69,99195,11009,dps
Horde,Mage,1,6,25,69169,34883,dps
Horde,Druid,0,5,26,8471,126000,heal
Alliance,Mage,2,3,56,16771,8668,dps
Horde,Rogue,1,2,33,40319,16479,dps
Horde,Priest,0,7,31,11922,49871,heal
Alliance,Death Knight,3,1,54,97249,29479,dps
Alliance,Death Knight,7,4,65,116000,38550,dps
Horde,Hunter,0,9,20,50272,16224,dps
Alliance,Shaman,2,9,38,52859,15653,dps
Alliance,Druid,8,2,52,83112,6371,dps
Horde,Warrior,5,5,27,70136,11294,dps
Alliance,Monk,0,4,57,5686,220000,heal
Alliance,Druid,10,4,64,147000,1981,dps
Alliance,Warlock,3,3,53,42685,33000,dps
Horde,Warlock,4,2,32,40892,16298,dps
Alliance,Warrior,1,1,34,22080,8130,dps
Alliance,Rogue,6,3,49,40456,8674,dps
Horde,Druid,6,5,25,156000,8610,dps
Horde,Hunter,6,0,44,48413,7272,dps
Horde,Paladin,1,0,43,3435,84500,heal
Horde,Shaman,0,0,36,5009,44391,heal
Horde,Warlock,6,1,42,54633,13479,dps
Alliance,Warrior,1,4,6,29807,1918,dps
Alliance,Druid,0,0,9,1402,66133,heal
Alliance,Warrior,1,1,1,16842,16767,dps
Horde,Death Knight,5,1,41,63125,10425,dps
Alliance,Shaman,1,4,8,11375,34592,heal
Alliance,Priest,0,2,7,3270,35877,heal
Horde,Hunter,2,1,41,53289,4734,dps
Alliance,Warrior,0,3,4,12232,2965,dps
Horde,Warlock,3,1,35,27858,9393,dps
Horde,Warlock,3,1,31,19806,6880,dps
Horde,Monk,4,1,43,42035,9953,dps
Horde,Warrior,2,2,33,19510,4488,dps
Horde,Death Knight,1,0,31,37043,11985,dps
Alliance,Priest,0,4,7,428,60033,heal
Horde,Mage,7,0,47,51246,4447,dps
Alliance,Rogue,1,2,8,9090,3572,dps
Alliance,Warlock,0,3,7,7012,7803,dps
Alliance,Mage,2,3,8,27418,5519,dps
Alliance,Warrior,0,5,7,28573,2018,dps
Horde,Death Knight,4,0,38,46029,3950,dps
Alliance,Druid,0,1,7,750,3480,heal
Alliance,Warrior,3,6,8,36268,4875,dps
Alliance,Hunter,0,4,5,22737,4152,dps
Horde,Rogue,1,0,39,17363,1673,dps
Alliance,Death Knight,1,3,9,57050,13802,dps
Horde,Demon Hunter,0,2,41,6613,0,dps
Horde,Rogue,6,9,59,88344,14586,dps
Alliance,Druid,6,8,40,176000,28455,dps
Alliance,Mage,3,8,48,83221,18905,dps
Alliance,Priest,0,8,50,6062,256000,heal
Horde,Priest,3,3,95,37231,194000,heal
Horde,Paladin,1,3,92,13000,188000,dps
Horde,Warrior,0,2,68,36232,50625,dps
Horde,Druid,8,5,87,90414,29288,dps
Horde,Hunter,11,3,91,90205,3620,dps
Horde,Death Knight,2,4,86,43947,46944,dps
Alliance,Shaman,0,7,40,12,111000,heal
Horde,Rogue,3,3,90,67481,12161,dps
Alliance,Shaman,5,6,47,69952,2171,dps
Alliance,Demon Hunter,6,7,51,125000,12235,dps
Horde,Shaman,9,5,86,129000,21094,dps
Horde,Priest,21,3,94,246000,52503,dps
Horde,Shaman,2,5,91,38900,142000,heal
Alliance,Rogue,0,11,45,73897,3595,dps
Alliance,Mage,2,6,40,69771,1189,dps
Alliance,Priest,0,8,53,30921,167,dps
Horde,Paladin,13,6,92,186000,42491,dps
Horde,Death Knight,3,6,87,98052,21409,dps
Alliance,Warrior,8,5,51,93865,35817,dps
Alliance,Rogue,12,0,54,134000,28637,dps
Alliance,Rogue,0,6,47,31331,12833,dps
Alliance,Mage,3,4,54,118000,23837,dps
Alliance,Demon Hunter,5,5,50,111000,10678,dps
Alliance,Death Knight,8,7,54,164000,10233,dps
Horde,Druid,3,3,95,63817,51600,dps
Horde,Death Knight,9,2,92,124000,23795,dps
Alliance,Druid,3,1,33,49910,12993,dps
Alliance,Shaman,6,0,36,66867,3966,dps
Alliance,Monk,5,0,34,65153,9736,dps
Alliance,Mage,1,1,30,30305,3074,dps
Horde,Warrior,2,2,6,48017,11851,dps
Horde,Warrior,1,0,7,26028,3490,dps
Horde,Death Knight,0,3,5,40982,36094,dps
Alliance,Demon Hunter,7,0,36,81271,7695,dps
Horde,Shaman,0,7,4,8440,70769,heal
Horde,Priest,0,5,6,44402,20237,dps
Horde,Monk,3,0,6,9627,6494,dps
Horde,Demon Hunter,0,4,6,28695,43528,dps
Alliance,Priest,0,2,29,18142,33241,heal
Horde,Shaman,0,3,4,10593,70359,heal
Alliance,Rogue,4,1,34,50209,4896,dps
Horde,Hunter,0,5,5,22094,6899,dps
Alliance,Warrior,4,0,34,51593,4539,dps
Alliance,Priest,0,0,36,3164,133000,heal
Alliance,Monk,4,1,34,62042,14284,dps
Horde,Warlock,0,5,5,15382,13114,dps
Horde,Death Knight,0,5,9,24161,45117,dps
Alliance,Hunter,1,1,45,43673,1853,dps
Alliance,Priest,2,0,51,25974,49645,heal
Horde,Demon Hunter,0,1,1,5062,1771,dps
Alliance,Rogue,3,0,51,27467,1919,dps
Alliance,Druid,11,1,51,74599,9400,dps
Horde,Druid,0,6,9,0,33950,heal
Horde,Death Knight,2,3,10,35883,16984,dps
Horde,Shaman,0,9,9,4428,70284,heal
Horde,Mage,2,3,10,14032,5019,dps
Horde,Warlock,0,6,10,74044,44514,dps
Horde,Warrior,1,9,9,19075,10962,dps
Alliance,Death Knight,2,1,51,62760,21150,dps
Alliance,Warrior,7,4,47,79475,14618,dps
Horde,Monk,2,2,10,31971,24932,dps
Alliance,Priest,5,1,52,65748,10731,dps
Alliance,Demon Hunter,13,0,52,81717,6148,dps
Horde,Rogue,1,5,2,17185,3208,dps
Alliance,Paladin,8,1,51,81430,21647,dps
Alliance,Paladin,0,2,51,1527,62209,heal
Alliance,Druid,3,2,12,63779,8466,dps
Horde,Death Knight,8,0,40,91852,25252,dps
Horde,Rogue,1,2,39,13963,6979,dps
Horde,Mage,3,1,34,56727,10746,dps
Alliance,Druid,0,6,9,35375,12714,dps
Alliance,Druid,1,7,9,38562,2969,dps
Alliance,Priest,0,5,7,30643,17391,dps
Horde,Shaman,7,2,35,77455,12307,dps
Horde,Shaman,0,1,39,17303,83105,heal
Horde,Hunter,5,2,32,39116,6324,dps
Alliance,Druid,0,1,7,1860,26354,heal
Alliance,Warrior,1,4,8,21829,8633,dps
Horde,Hunter,8,1,37,67151,6595,dps
Horde,Priest,2,1,38,11215,82434,heal
Horde,Mage,4,1,39,32998,7095,dps
Alliance,Shaman,0,3,9,0,80571,heal
Horde,Warlock,4,0,39,16625,12874,dps
Alliance,Hunter,1,4,10,39089,14840,dps
Alliance,Warrior,2,1,6,20931,6434,dps
Alliance,Mage,2,6,8,45148,5685,dps
Alliance,Priest,0,4,8,518,10590,heal
Alliance,Mage,0,3,8,27174,6226,dps
Horde,Warlock,2,4,31,30722,14654,dps
Horde,Paladin,2,1,29,28115,14499,dps
Horde,Warlock,9,0,34,53066,27057,dps
Alliance,Paladin,7,2,12,56890,9513,dps
Horde,Death Knight,4,2,32,25546,8749,dps
Alliance,Demon Hunter,3,4,13,44863,15179,dps
Alliance,Warrior,1,5,11,32349,4873,dps
Horde,Shaman,0,0,35,8247,61285,heal
Horde,Mage,7,0,35,42833,2918,dps
Alliance,Druid,1,2,6,16486,2725,dps
Alliance,Hunter,0,6,9,15268,3613,dps
Alliance,Druid,0,6,10,13849,7618,dps
Horde,Paladin,6,2,36,47651,18027,dps
Horde,Rogue,4,1,34,28302,7932,dps
Horde,Druid,3,2,34,33443,7545,dps
Alliance,Paladin,2,5,8,32795,13170,dps
Horde,Paladin,2,3,27,7142,12549,heal
Alliance,Hunter,2,1,13,97002,11297,dps
Alliance,Shaman,1,6,7,30716,3985,dps
Alliance,Warrior,0,1,12,5268,0,dps
Horde,Warlock,2,1,34,54285,25145,dps
Horde,Shaman,1,1,35,10604,63349,heal
Horde,Priest,2,1,33,32042,55472,heal
Alliance,Shaman,0,8,7,11079,72041,heal
Alliance,Shaman,0,6,6,32107,12464,dps
Alliance,Rogue,1,4,12,30228,22017,dps
Horde,Priest,0,0,32,15845,56803,heal
Horde,Hunter,7,0,34,68432,288,dps
Horde,Druid,5,0,31,49055,6319,dps
Alliance,Death Knight,6,4,13,38865,17126,dps
Horde,Death Knight,7,3,31,53770,18224,dps
Horde,Shaman,5,2,32,41962,17458,dps
Alliance,Shaman,3,3,13,73537,15272,dps
Horde,Mage,3,2,31,53691,11602,dps
Horde,Demon Hunter,4,3,32,37494,6542,dps
Alliance,Druid,0,0,12,8353,3765,dps
Alliance,Priest,0,3,11,966,80305,heal
Horde,Paladin,2,4,12,40551,8052,dps
Alliance,Death Knight,4,1,25,62856,28173,dps
Alliance,Priest,0,1,25,8923,107000,heal
Horde,Warrior,4,3,14,41891,11939,dps
Alliance,Rogue,1,3,21,25928,4076,dps
Horde,Shaman,0,0,10,613,23247,heal
Horde,Shaman,0,3,11,9426,85812,heal
Horde,Hunter,2,2,11,31563,5674,dps
Alliance,Druid,1,1,15,31043,25938,dps
Horde,Hunter,1,1,11,25474,8929,dps
Alliance,Paladin,0,0,23,4557,50552,heal
Alliance,Demon Hunter,4,1,14,29853,5750,dps
Horde,Shaman,2,0,13,40232,5221,dps
Alliance,Warlock,1,0,4,274,0,dps
Horde,Warlock,0,0,11,23312,12891,dps
Alliance,Demon Hunter,1,0,9,15080,940,dps
Alliance,Hunter,2,3,21,40571,9671,dps
Horde,Death Knight,2,7,12,65907,25020,dps
Horde,Priest,1,5,13,49094,27286,dps
Alliance,Demon Hunter,5,0,25,54919,8624,dps
Alliance,Rogue,5,0,45,82690,4625,dps
Alliance,Mage,1,4,40,31427,10773,dps
Alliance,Paladin,9,1,43,102000,26818,dps
Horde,Hunter,0,1,7,11562,2654,dps
Horde,Warrior,1,4,16,46813,1761,dps
Horde,Shaman,0,5,12,4521,33390,heal
Alliance,Monk,0,0,45,1611,165000,heal
Horde,Priest,2,3,17,137000,43681,dps
Alliance,Warrior,4,4,37,43029,7148,dps
Alliance,Death Knight,9,0,45,74066,25583,dps
Horde,Mage,2,5,15,84153,18202,dps
Horde,Warrior,3,5,15,64704,7938,dps
Alliance,Rogue,1,2,40,18047,6606,dps
Horde,Warlock,3,5,15,74618,40979,dps
Alliance,Druid,0,2,45,1214,148000,heal
Alliance,Paladin,4,5,33,43566,16431,dps
Horde,Paladin,6,5,15,68941,13718,dps
Horde,Monk,0,5,15,7327,68031,heal
Horde,Priest,0,5,16,7564,56718,heal
Alliance,Paladin,10,0,45,112000,13972,dps
Alliance,Death Knight,4,4,7,38219,15746,dps
Horde,Druid,5,0,28,52396,2930,dps
Horde,Demon Hunter,3,1,27,46365,7870,dps
Alliance,Rogue,0,3,5,31066,1719,dps
Alliance,Druid,0,4,6,0,13970,heal
Horde,Shaman,5,1,25,42286,2712,dps
Alliance,Warlock,1,3,5,27484,13215,dps
Horde,Shaman,1,1,24,8657,52124,heal
Horde,Druid,2,3,25,33509,2088,dps
Horde,Druid,1,0,28,406,64450,heal
Horde,Shaman,1,1,27,9464,2763,dps
Alliance,Druid,0,2,7,2063,40445,heal
Horde,Warlock,5,0,28,10778,10348,dps
Alliance,Warlock,1,3,8,29871,8665,dps
Alliance,Hunter,0,4,9,31992,4936,dps
Alliance,Druid,3,3,7,37162,0,dps
Horde,Warlock,2,2,24,29638,11409,dps
Horde,Shaman,3,0,28,33035,2586,dps
Alliance,Mage,2,5,22,39242,9367,dps
Horde,Death Knight,2,3,26,51619,24932,dps
Alliance,Paladin,6,2,25,68171,34875,dps
Horde,Death Knight,3,5,24,53592,24945,dps
Horde,Demon Hunter,2,0,6,4097,364,dps
Horde,Rogue,3,2,20,25978,3870,dps
Horde,Warrior,9,3,26,73437,8642,dps
Alliance,Warrior,7,5,21,47444,16769,dps
Alliance,Priest,0,4,14,3526,67786,heal
Horde,Shaman,1,4,26,7115,36536,heal
Alliance,Demon Hunter,2,4,24,38766,8644,dps
Horde,Priest,1,3,27,12857,92572,heal
Horde,Shaman,2,0,26,58009,24073,dps
Alliance,Demon Hunter,1,0,15,13877,17792,dps
Alliance,Death Knight,5,5,25,74727,22558,dps
Horde,Mage,1,1,26,52507,5499,dps
Alliance,Priest,0,2,20,4501,31591,heal
Horde,Druid,1,2,12,26032,2450,dps
Alliance,Hunter,2,1,21,25127,5880,dps
Alliance,Druid,1,2,11,33671,2135,dps
Alliance,Warrior,6,5,12,47277,9852,dps
Alliance,Mage,1,7,7,50145,28130,dps
Horde,Rogue,4,3,52,90104,15484,dps
Horde,Priest,0,0,57,11663,138000,heal
Alliance,Druid,1,8,10,1578,147000,heal
Alliance,Warlock,1,8,9,75206,39038,dps
Alliance,Warlock,0,4,7,109000,49288,dps
Horde,Shaman,0,1,48,26491,118000,heal
Alliance,Monk,2,8,13,42610,36938,dps
Alliance,Priest,2,9,11,89016,33941,dps
Horde,Priest,10,4,47,157000,56731,dps
Alliance,Hunter,0,0,0,3941,178,dps
Horde,Death Knight,11,1,52,89787,16441,dps
Alliance,Demon Hunter,0,1,1,4913,1335,dps
Horde,Warlock,1,3,40,28747,23714,dps
Alliance,Hunter,0,5,3,20027,3637,dps
Horde,Druid,12,1,57,158000,13356,dps
Horde,Shaman,10,0,49,90549,7801,dps
Horde,Monk,9,1,40,69888,30905,dps
Horde,Death Knight,8,1,40,53469,19973,dps
Horde,Paladin,12,1,54,95674,23607,dps
Alliance,Mage,0,6,12,21334,4787,dps
Horde,Demon Hunter,2,1,41,16147,4255,dps
Alliance,Mage,4,6,16,61251,16135,dps
Alliance,Monk,0,2,4,3618,31740,heal
Horde,Shaman,3,4,41,26924,108000,heal
Horde,Death Knight,7,0,60,127000,20905,dps
Alliance,Rogue,3,3,14,38447,12744,dps
Horde,Mage,7,1,44,70343,4129,dps
Alliance,Death Knight,1,4,6,61488,61246,dps
Alliance,Hunter,0,6,12,120000,12055,dps
Horde,Druid,0,0,59,5372,79191,heal
Alliance,Paladin,0,8,11,101000,8543,dps
Alliance,Monk,3,5,11,73221,50848,dps
Alliance,Monk,0,4,5,19469,14544,dps
Horde,Rogue,3,4,17,70258,11655,dps
Alliance,Warlock,1,5,14,68921,10064,dps
Horde,Shaman,5,5,54,140000,13870,dps
Alliance,Warlock,6,6,13,115000,50470,dps
Horde,Death Knight,10,3,54,100000,26222,dps
Alliance,Rogue,3,2,8,33930,4180,dps
Horde,Priest,3,1,44,49191,160000,heal
Horde,Shaman,1,2,56,15056,183000,heal
Alliance,Warlock,5,4,21,177000,67751,dps
Horde,Paladin,7,1,56,50181,17131,dps
Horde,Paladin,2,1,50,29980,123000,heal
Horde,Warrior,7,4,36,101000,30597,dps
Alliance,Monk,0,6,12,8733,67223,heal
Horde,Druid,0,1,57,18015,12833,dps
Alliance,Priest,2,7,20,42191,130000,heal
Horde,Priest,0,1,23,16714,128000,heal
Alliance,Rogue,0,1,0,2277,1177,dps
Alliance,Hunter,0,4,1,22974,10899,dps
Alliance,Death Knight,4,5,7,83759,24597,dps
Alliance,Death Knight,0,3,4,45332,14176,dps
Alliance,Warlock,0,2,2,18863,15565,dps
Horde,Shaman,2,1,11,21257,7990,dps
Horde,Shaman,0,1,25,9666,56712,heal
Horde,Mage,11,0,30,72913,3994,dps
Horde,Rogue,3,2,19,48875,12151,dps
Horde,Warlock,4,0,20,33520,30546,dps
Alliance,Warrior,1,5,2,34095,11427,dps
Alliance,Warlock,1,3,2,70149,46467,dps
Horde,Druid,6,0,21,94964,10202,dps
Horde,Paladin,3,1,23,46384,15068,dps
Horde,Warlock,2,1,12,20383,7045,dps
Horde,Shaman,0,0,24,18160,61305,heal
Alliance,Paladin,1,1,2,21499,6360,dps
Alliance,Mage,0,0,0,17486,3513,dps
Alliance,Druid,5,0,30,71826,236,dps
Horde,Monk,1,1,4,52319,38382,dps
Alliance,Shaman,1,0,28,31529,85010,heal
Horde,Shaman,0,0,3,16606,3778,dps
Horde,Warlock,0,2,3,43464,12174,dps
Horde,Rogue,1,5,3,28011,1176,dps
Alliance,Paladin,1,0,26,3032,108000,heal
Alliance,Monk,6,1,27,67790,14150,dps
Horde,Shaman,0,7,3,16419,73464,heal
Alliance,Shaman,5,2,27,106000,16270,dps
Alliance,Druid,1,0,30,5011,119000,heal
Alliance,Druid,1,0,30,32690,3829,dps
Alliance,Hunter,8,0,30,89493,8159,dps
Horde,Rogue,0,4,2,12436,9776,dps
Alliance,Death Knight,2,0,4,19681,21962,dps
Horde,Death Knight,1,4,4,34195,4936,dps
Alliance,Hunter,4,1,28,53452,3194,dps
